epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,780.022,1.57841,1.92208,1.89907,0.45888,0.50114,0.47992,0.22785,1.69733,2.07466,2.26452,0.0016568,0.0016568,0.0016568
54,795.375,1.62858,2.05132,1.94575,0.39001,0.54545,0.45099,0.20778,1.66815,1.97265,2.23226,0.0016502,0.0016502,0.0016502
55,809.883,1.56116,2.02099,1.9331,0.50384,0.46187,0.60608,0.23809,1.72368,1.79612,2.20076,0.0016436,0.0016436,0.0016436
56,825.427,1.53204,1.93254,1.87133,0.42952,0.61638,0.50288,0.21199,1.6902,1.92716,2.22022,0.001637,0.001637,0.001637
57,839.839,1.53958,1.88749,1.90648,0.47148,0.54545,0.51414,0.20526,1.80932,1.92049,2.38434,0.0016304,0.0016304,0.0016304
58,854.315,1.6175,1.84202,1.95468,0.46509,0.63246,0.53607,0.21003,1.8199,1.77847,2.42264,0.0016238,0.0016238,0.0016238
59,868.877,1.613,1.8878,1.91589,0.61702,0.40909,0.48962,0.21016,1.81121,1.79729,2.37488,0.0016172,0.0016172,0.0016172
60,883.358,1.61934,1.92446,1.95967,0.42799,0.59091,0.45925,0.1772,1.83444,2.35166,2.39651,0.0016106,0.0016106,0.0016106
61,897.79,1.59481,1.81378,1.91212,0.52368,0.54545,0.50647,0.1877,1.88883,2.33662,2.45975,0.001604,0.001604,0.001604
62,912.303,1.57325,1.79402,1.8975,0.63657,0.72727,0.59434,0.23688,1.81645,1.68428,2.29334,0.0015974,0.0015974,0.0015974
63,926.749,1.60124,1.9141,1.94659,0.519,0.77273,0.54662,0.25512,1.75076,1.71039,2.20539,0.0015908,0.0015908,0.0015908
64,942.379,1.64256,1.91054,1.97645,0.60077,0.68409,0.69487,0.31473,1.51311,1.64309,2.01337,0.0015842,0.0015842,0.0015842
65,957.722,1.71098,1.95058,2.04271,0.70065,0.72727,0.7317,0.32272,1.60341,1.59538,2.09571,0.0015776,0.0015776,0.0015776
66,973.02,1.57468,1.90964,1.92532,0.6215,0.74678,0.71843,0.3322,1.66854,1.6481,2.14371,0.001571,0.001571,0.001571
67,988.518,1.63501,1.89404,1.93112,0.58733,0.68182,0.65489,0.28754,1.61929,2.19043,2.26108,0.0015644,0.0015644,0.0015644
68,1003,1.44983,1.71474,1.79719,0.39579,0.74465,0.48831,0.2075,1.63695,2.91962,2.31746,0.0015578,0.0015578,0.0015578
69,1017.48,1.55929,1.81352,1.87849,0.30651,0.68308,0.36886,0.17744,1.7924,3.53573,2.63586,0.0015512,0.0015512,0.0015512
70,1031.97,1.52039,1.84572,1.91021,0.38496,0.5,0.35691,0.17069,1.90236,2.8155,2.69978,0.0015446,0.0015446,0.0015446
71,1046.39,1.53566,1.93319,1.83157,0.36803,0.50303,0.38993,0.19516,1.94401,2.58023,2.7371,0.001538,0.001538,0.001538
72,1060.95,1.56064,1.77295,1.9264,0.58079,0.59091,0.58715,0.28443,1.6291,1.90942,2.26043,0.0015314,0.0015314,0.0015314
73,1075.4,1.46476,1.65643,1.80717,0.73289,0.40909,0.54685,0.25539,1.76266,1.83664,2.36927,0.0015248,0.0015248,0.0015248
74,1089.89,1.4555,1.61282,1.78947,0.44649,0.68182,0.5271,0.2596,1.81302,1.81571,2.43776,0.0015182,0.0015182,0.0015182
75,1104.31,1.52461,1.78992,1.86882,0.64164,0.54545,0.56431,0.30763,1.80784,1.72918,2.47017,0.0015116,0.0015116,0.0015116
76,1118.85,1.47239,1.7094,1.8082,0.69186,0.68182,0.69989,0.30381,1.86843,1.81574,2.49072,0.001505,0.001505,0.001505
77,1133.29,1.52781,1.7355,1.84798,0.92746,0.58169,0.75754,0.35263,1.85649,1.71999,2.49527,0.0014984,0.0014984,0.0014984
78,1148.74,1.47884,1.62991,1.79453,0.85389,0.53201,0.70051,0.36802,1.84967,1.71426,2.57595,0.0014918,0.0014918,0.0014918
79,1164.13,1.53855,1.60753,1.8655,0.60081,0.72727,0.66326,0.33942,2.00774,1.87878,2.63948,0.0014852,0.0014852,0.0014852
80,1178.61,1.54548,1.73981,1.85831,0.57848,0.59091,0.55996,0.2909,1.89213,1.95952,2.59675,0.0014786,0.0014786,0.0014786
81,1193.01,1.55198,1.61088,1.83539,0.68391,0.5,0.5052,0.25646,1.95787,2.04496,2.60178,0.001472,0.001472,0.001472
82,1207.51,1.51646,1.68796,1.78918,0.53846,0.59091,0.53957,0.25049,1.82861,2.02937,2.4217,0.0014654,0.0014654,0.0014654
83,1222.06,1.49758,1.76934,1.8389,0.51633,0.63636,0.47597,0.22157,1.70521,2.30939,2.37324,0.0014588,0.0014588,0.0014588
84,1236.6,1.4682,1.64767,1.82495,0.64966,0.6746,0.60325,0.28671,1.65866,2.00273,2.32931,0.0014522,0.0014522,0.0014522
85,1251.07,1.44911,1.63119,1.81144,0.79639,0.59091,0.66684,0.30107,1.80283,1.98351,2.49481,0.0014456,0.0014456,0.0014456
86,1265.72,1.51545,1.72809,1.88102,0.62712,0.59091,0.60483,0.28147,1.71097,2.23127,2.3346,0.001439,0.001439,0.001439
87,1280.17,1.49183,1.72736,1.79112,0.52465,0.54545,0.53475,0.2571,1.70915,2.26532,2.3304,0.0014324,0.0014324,0.0014324
88,1294.65,1.43436,1.69193,1.81092,0.61806,0.45455,0.52586,0.27427,1.78075,2.18713,2.36022,0.0014258,0.0014258,0.0014258
89,1309.09,1.44816,1.60866,1.76967,0.69461,0.54545,0.55168,0.29088,1.84348,2.02139,2.34974,0.0014192,0.0014192,0.0014192
90,1323.64,1.39253,1.66194,1.70634,0.62619,0.53349,0.59031,0.27603,1.88808,2.02556,2.36464,0.0014126,0.0014126,0.0014126
91,1338.05,1.39353,1.57298,1.71385,0.57004,0.54545,0.54043,0.25047,1.87334,2.01111,2.38582,0.001406,0.001406,0.001406
92,1352.7,1.39527,1.57837,1.7614,0.56431,0.68182,0.59937,0.26017,1.77876,2.40753,2.28377,0.0013994,0.0013994,0.0013994
93,1367.2,1.44055,1.65458,1.7607,0.66514,0.63219,0.55101,0.29091,1.63374,2.70861,2.24519,0.0013928,0.0013928,0.0013928
94,1381.68,1.35704,1.5,1.67396,0.60765,0.59091,0.5339,0.2966,1.62277,2.58036,2.24901,0.0013862,0.0013862,0.0013862
95,1396.11,1.40933,1.65312,1.74625,0.53485,0.59091,0.55646,0.30253,1.65381,2.4642,2.28413,0.0013796,0.0013796,0.0013796
96,1410.67,1.34212,1.60828,1.71504,0.61213,0.54545,0.57186,0.30014,1.87052,2.14192,2.56025,0.001373,0.001373,0.001373
97,1425.13,1.46269,1.68305,1.8288,0.53456,0.63636,0.51811,0.25355,1.94874,2.06084,2.76983,0.0013664,0.0013664,0.0013664
98,1439.63,1.35972,1.63743,1.69321,0.58965,0.6536,0.59499,0.30568,1.83865,1.86946,2.58199,0.0013598,0.0013598,0.0013598
99,1454.12,1.25312,1.43757,1.59781,0.58325,0.70017,0.55045,0.31802,1.75669,1.80929,2.4887,0.0013532,0.0013532,0.0013532
100,1468.7,1.3472,1.52038,1.68314,0.53718,0.7389,0.61061,0.32812,1.81723,1.97217,2.39523,0.0013466,0.0013466,0.0013466
101,1483.1,1.31475,1.48097,1.63369,0.65425,0.68182,0.69486,0.37729,1.75598,1.86295,2.29944,0.00134,0.00134,0.00134
102,1498.69,1.41494,1.50405,1.73636,0.66589,0.81818,0.73107,0.4211,1.61471,1.62084,2.15159,0.0013334,0.0013334,0.0013334
103,1514.15,1.29954,1.53613,1.61617,0.65252,0.68289,0.80261,0.42952,1.55892,1.44634,2.13166,0.0013268,0.0013268,0.0013268
104,1529.69,1.33886,1.48275,1.64198,0.787,0.86364,0.87578,0.43775,1.50204,1.38604,1.99311,0.0013202,0.0013202,0.0013202
105,1545.16,1.28378,1.45597,1.60243,0.76583,0.77273,0.86858,0.46031,1.4387,1.35754,1.92861,0.0013136,0.0013136,0.0013136
106,1560.53,1.24711,1.421,1.59538,0.77877,0.81818,0.86431,0.43749,1.55238,1.38524,2.00583,0.001307,0.001307,0.001307
107,1575.07,1.22796,1.41813,1.58723,0.59903,0.72727,0.6983,0.39313,1.71758,1.53922,2.38758,0.0013004,0.0013004,0.0013004
108,1589.55,1.21967,1.40206,1.6031,0.61159,0.68182,0.6612,0.35903,1.74151,1.85707,2.48154,0.0012938,0.0012938,0.0012938
109,1604.01,1.17338,1.46301,1.54226,0.46505,0.71159,0.61165,0.31855,1.80544,2.00466,2.47484,0.0012872,0.0012872,0.0012872
110,1618.55,1.20452,1.34255,1.57982,0.5466,0.5,0.51506,0.2816,1.83227,2.14423,2.52237,0.0012806,0.0012806,0.0012806
111,1633.08,1.28054,1.42932,1.63223,0.55745,0.63636,0.61385,0.33535,1.82655,1.84029,2.42229,0.001274,0.001274,0.001274
112,1647.58,1.31565,1.49313,1.68444,0.56226,0.52601,0.54281,0.30581,1.76812,1.85802,2.32421,0.0012674,0.0012674,0.0012674
113,1662.01,1.21777,1.43044,1.58463,0.48307,0.63636,0.5675,0.32999,1.79625,1.7249,2.29238,0.0012608,0.0012608,0.0012608
114,1676.67,1.225,1.32175,1.58893,0.6022,0.81818,0.69898,0.36463,1.67559,1.55114,2.27925,0.0012542,0.0012542,0.0012542
115,1691.13,1.38231,1.48904,1.7589,0.64305,0.86364,0.68713,0.3667,1.56069,1.52314,2.16894,0.0012476,0.0012476,0.0012476
116,1705.66,1.24226,1.31759,1.63149,0.78664,0.83842,0.80654,0.41517,1.54223,1.4234,2.12193,0.001241,0.001241,0.001241
117,1720.06,1.25132,1.408,1.67138,0.76074,0.81818,0.83789,0.46276,1.53049,1.29877,2.12259,0.0012344,0.0012344,0.0012344
118,1734.66,1.21191,1.29592,1.59776,0.82539,0.77273,0.85039,0.50436,1.498,1.31262,2.0665,0.0012278,0.0012278,0.0012278
119,1750.16,1.19936,1.30053,1.53638,0.87934,0.66318,0.74716,0.45447,1.55601,1.39823,2.10757,0.0012212,0.0012212,0.0012212
120,1764.66,1.28251,1.334,1.65807,0.81257,0.68182,0.72766,0.44599,1.65243,1.5395,2.2353,0.0012146,0.0012146,0.0012146
121,1779.12,1.22223,1.33205,1.57284,0.76799,0.60233,0.7207,0.40766,1.60605,1.52456,2.20069,0.001208,0.001208,0.001208
122,1793.6,1.20802,1.28717,1.57288,0.57444,0.73653,0.73043,0.40359,1.76868,1.51644,2.31335,0.0012014,0.0012014,0.0012014
123,1808.07,1.21519,1.25062,1.57542,0.67132,0.63636,0.69055,0.37742,1.69932,1.519,2.19918,0.0011948,0.0011948,0.0011948
124,1822.57,1.27958,1.33807,1.64976,0.64843,0.81818,0.73097,0.3904,1.66252,1.39445,2.10219,0.0011882,0.0011882,0.0011882
125,1837.1,1.21392,1.2845,1.49889,0.59452,0.72727,0.71406,0.4188,1.62027,1.27115,2.14104,0.0011816,0.0011816,0.0011816
126,1851.64,1.17906,1.1988,1.51174,0.60537,0.69769,0.72471,0.41414,1.65943,1.45412,2.24202,0.001175,0.001175,0.001175
127,1866.06,1.22014,1.29307,1.5982,0.73231,0.63636,0.71181,0.37942,1.84569,1.36411,2.63187,0.0011684,0.0011684,0.0011684
128,1880.61,1.31525,1.31746,1.63723,0.61715,0.68182,0.67728,0.36034,1.78781,1.54191,2.51516,0.0011618,0.0011618,0.0011618
129,1895.06,1.24381,1.31194,1.57897,0.61311,0.77273,0.72132,0.41189,1.79831,1.45566,2.46008,0.0011552,0.0011552,0.0011552
130,1909.6,1.22891,1.25551,1.57932,0.70893,0.66477,0.67041,0.41206,1.66808,1.56784,2.30294,0.0011486,0.0011486,0.0011486
131,1924.08,1.16181,1.22245,1.5025,0.62299,0.60126,0.62774,0.36354,1.64239,1.58648,2.2774,0.001142,0.001142,0.001142
132,1938.66,1.22815,1.31245,1.53384,0.59259,0.77273,0.72435,0.39579,1.52786,1.67731,2.13536,0.0011354,0.0011354,0.0011354
133,1953.14,1.19412,1.23938,1.57428,0.63257,0.68182,0.77226,0.41398,1.6018,1.62556,2.19981,0.0011288,0.0011288,0.0011288
134,1967.67,1.14499,1.23135,1.51373,0.61117,0.78626,0.75675,0.39861,1.58884,1.62741,2.09377,0.0011222,0.0011222,0.0011222
135,1982.18,1.20757,1.27915,1.52743,0.75964,0.72727,0.74718,0.4392,1.57163,1.56494,1.99291,0.0011156,0.0011156,0.0011156
136,1996.68,1.13829,1.23097,1.5322,0.8823,0.68146,0.76809,0.44251,1.54479,1.39888,1.94446,0.001109,0.001109,0.001109
137,2011.21,1.14956,1.14941,1.52294,0.83768,0.68182,0.79305,0.48784,1.50641,1.21634,1.9972,0.0011024,0.0011024,0.0011024
138,2025.72,1.13341,1.217,1.49975,0.8399,0.63636,0.70879,0.46428,1.64473,1.42146,2.19956,0.0010958,0.0010958,0.0010958
139,2040.17,1.17302,1.19819,1.56196,0.8222,0.59091,0.67842,0.38407,1.76379,1.62001,2.3908,0.0010892,0.0010892,0.0010892
140,2054.76,1.18196,1.18269,1.50318,0.69365,0.72727,0.65906,0.37288,1.69314,1.64749,2.30385,0.0010826,0.0010826,0.0010826
141,2069.21,1.09893,1.15577,1.47359,0.80452,0.59091,0.66436,0.37842,1.61933,1.5841,2.22383,0.001076,0.001076,0.001076
142,2083.75,1.18574,1.23114,1.61002,0.64865,0.77273,0.68409,0.39639,1.63089,1.6363,2.11888,0.0010694,0.0010694,0.0010694
143,2098.17,1.22644,1.20405,1.55448,0.61449,0.77273,0.68369,0.41646,1.79593,1.57565,2.58631,0.0010628,0.0010628,0.0010628
144,2112.7,1.07579,1.13531,1.4361,0.69232,0.63636,0.66532,0.42331,1.78835,1.45929,2.60914,0.0010562,0.0010562,0.0010562
145,2127.14,1.08609,1.12728,1.42661,0.74205,0.86364,0.81042,0.44522,1.73705,1.37924,2.4723,0.0010496,0.0010496,0.0010496
146,2141.69,1.14088,1.13567,1.48951,0.66868,0.72727,0.70929,0.42462,1.61277,1.40732,2.1347,0.001043,0.001043,0.001043
147,2156.08,1.16992,1.12247,1.55198,0.66623,0.77273,0.66888,0.40541,1.74454,1.3037,2.33564,0.0010364,0.0010364,0.0010364
148,2170.74,1.1639,1.17154,1.56099,0.61987,0.77273,0.68413,0.41266,1.67674,1.33361,2.21512,0.0010298,0.0010298,0.0010298
149,2185.28,1.20578,1.193,1.53704,0.65636,0.77273,0.75828,0.43171,1.51275,1.37037,2.05213,0.0010232,0.0010232,0.0010232
150,2199.77,1.06756,1.08753,1.44807,0.78505,0.83045,0.87033,0.4665,1.45963,1.37692,1.94037,0.0010166,0.0010166,0.0010166
151,2214.17,1.17463,1.14265,1.5771,0.85675,0.81567,0.85506,0.47831,1.46405,1.30695,1.91946,0.00101,0.00101,0.00101
152,2228.66,1.10278,1.0927,1.45886,0.808,0.77273,0.84823,0.47662,1.47653,1.2642,1.97963,0.0010034,0.0010034,0.0010034
153,2243.14,1.11752,1.07108,1.47125,0.8111,0.5858,0.66026,0.38495,1.95282,1.45382,2.61555,0.0009968,0.0009968,0.0009968
154,2257.64,1.16032,1.15256,1.54043,0.71861,0.59091,0.65425,0.36837,1.97042,1.55498,2.65673,0.0009902,0.0009902,0.0009902
155,2272.09,1.06749,1.03241,1.47294,0.7146,0.59091,0.6655,0.3703,1.92967,1.52917,2.59069,0.0009836,0.0009836,0.0009836
156,2286.79,1.07291,1.17842,1.54007,0.86336,0.57511,0.70508,0.38718,1.74986,1.59243,2.37942,0.000977,0.000977,0.000977
157,2301.22,1.11382,1.15312,1.47578,0.72823,0.5,0.60385,0.39044,1.70412,1.51354,2.20962,0.0009704,0.0009704,0.0009704
158,2315.78,0.97116,1.06999,1.37277,0.63045,0.63636,0.67413,0.38956,1.73226,1.57905,2.14003,0.0009638,0.0009638,0.0009638
159,2330.17,1.02615,1.08507,1.43505,0.82181,0.5,0.67884,0.37003,1.81606,1.54029,2.31988,0.0009572,0.0009572,0.0009572
160,2344.74,1.08601,1.14505,1.48722,0.57947,0.68182,0.65084,0.35997,1.8662,1.70149,2.50467,0.0009506,0.0009506,0.0009506
161,2359.12,1.01896,1.10046,1.39672,0.73922,0.63636,0.70149,0.3774,1.91866,1.35308,2.56185,0.000944,0.000944,0.000944
162,2373.61,1.13205,1.08326,1.50533,0.7822,0.65355,0.72168,0.377,1.91535,1.27938,2.53353,0.0009374,0.0009374,0.0009374
163,2388.15,1.10788,1.06969,1.50531,0.72233,0.70999,0.69302,0.39704,1.84723,1.35675,2.3786,0.0009308,0.0009308,0.0009308
164,2402.71,1.14179,1.08207,1.51435,0.57948,0.72727,0.67481,0.37071,1.90008,1.36967,2.53381,0.0009242,0.0009242,0.0009242
165,2417.15,1.10419,1.11265,1.49645,0.67432,0.63636,0.6794,0.36987,1.79197,1.36489,2.37978,0.0009176,0.0009176,0.0009176
166,2431.64,1.07768,1.02972,1.43378,0.67466,0.72727,0.69987,0.39889,1.71462,1.382,2.2732,0.000911,0.000911,0.000911
167,2446.1,1.17598,1.15705,1.50522,0.69534,0.68182,0.79871,0.45577,1.41219,1.44606,1.94589,0.0009044,0.0009044,0.0009044
168,2460.61,0.95352,0.95383,1.37095,0.81663,0.68182,0.81954,0.44568,1.39927,1.37616,1.97132,0.0008978,0.0008978,0.0008978
169,2475.03,1.07431,1.04928,1.49379,0.79868,0.68182,0.81115,0.44286,1.37832,1.44259,1.95489,0.0008912,0.0008912,0.0008912
170,2489.62,1.00264,1.01451,1.37124,0.69523,0.77273,0.71529,0.41195,1.43507,1.46803,2.0444,0.0008846,0.0008846,0.0008846
171,2504.1,1.0515,1.11647,1.43084,0.63946,0.72563,0.64893,0.38114,1.5764,1.46832,2.15911,0.000878,0.000878,0.000878
172,2518.65,1.05351,1.03495,1.45104,0.55688,0.72727,0.61125,0.35537,1.69319,1.52675,2.17738,0.0008714,0.0008714,0.0008714
173,2533.04,1.02679,1.08627,1.43102,0.54114,0.81818,0.67891,0.38787,1.6449,1.56517,2.08527,0.0008648,0.0008648,0.0008648
174,2547.6,1.02682,0.97903,1.41551,0.75531,0.59091,0.70387,0.44279,1.48802,1.43163,2.00174,0.0008582,0.0008582,0.0008582
175,2562.05,1.0443,1.01037,1.4645,0.84027,0.59091,0.77572,0.46518,1.48382,1.34857,1.99958,0.0008516,0.0008516,0.0008516
176,2576.55,0.95675,0.91803,1.35785,0.83063,0.63636,0.76587,0.47311,1.42032,1.32371,1.98089,0.000845,0.000845,0.000845
177,2591.02,0.99568,1.06941,1.40233,0.78654,0.68182,0.76608,0.46852,1.38635,1.28199,1.99336,0.0008384,0.0008384,0.0008384
178,2605.69,0.90306,0.97586,1.32693,0.53153,0.77361,0.68275,0.45261,1.47902,1.26899,2.1034,0.0008318,0.0008318,0.0008318
179,2620.18,0.93543,0.99854,1.35156,0.56145,0.81818,0.65983,0.43426,1.44099,1.36354,2.11359,0.0008252,0.0008252,0.0008252
180,2634.68,0.92112,0.96669,1.32503,0.71491,0.54545,0.61597,0.39544,1.52199,1.55552,2.27744,0.0008186,0.0008186,0.0008186
181,2649.25,1.06525,1.0729,1.5108,0.61809,0.5,0.59364,0.36409,1.79697,1.54673,2.67453,0.000812,0.000812,0.000812
182,2663.76,0.95063,0.9719,1.34065,0.49127,0.61493,0.60829,0.33616,1.83119,1.48986,2.75301,0.0008054,0.0008054,0.0008054
183,2678.19,0.97188,0.99558,1.37836,0.52726,0.60877,0.61447,0.3423,1.78276,1.50587,2.70044,0.0007988,0.0007988,0.0007988
184,2692.89,1.05706,1.10261,1.42783,0.65575,0.5,0.60102,0.3477,1.77434,1.64031,2.51907,0.0007922,0.0007922,0.0007922
185,2707.29,0.97648,0.95635,1.40014,0.72001,0.54545,0.67299,0.38976,1.72462,1.42007,2.37198,0.0007856,0.0007856,0.0007856
186,2721.79,0.99253,1.00865,1.4176,0.68677,0.72727,0.73619,0.42798,1.60296,1.31557,2.18781,0.000779,0.000779,0.000779
187,2736.25,0.94303,0.99673,1.33681,0.75282,0.72727,0.76373,0.44025,1.59761,1.39196,2.19528,0.0007724,0.0007724,0.0007724
