epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,16616,2.3524,2.72806,2.654,0.06452,0.27273,0.06366,0.0208,2.3808,2.9221,2.98441,0.00127928,0.00127928,0.00127928
184,16682.4,2.41319,2.83031,2.68134,0.10543,0.27273,0.13457,0.03991,2.39204,2.80609,3.00937,0.00127532,0.00127532,0.00127532
185,16779.4,2.31567,2.74679,2.68107,0.12517,0.19539,0.12662,0.04596,2.36026,2.69394,2.91249,0.00127136,0.00127136,0.00127136
186,16856.9,2.38364,2.72453,2.64534,0.16283,0.27273,0.12475,0.0437,2.4471,3.0718,3.07666,0.0012674,0.0012674,0.0012674
187,16920.6,2.32017,2.80161,2.59611,0.1807,0.36364,0.12511,0.03742,2.40848,3.0533,3.06772,0.00126344,0.00126344,0.00126344
188,16994,2.34216,2.74655,2.57736,0.13149,0.36364,0.16134,0.05172,2.47417,2.73775,2.97883,0.00125948,0.00125948,0.00125948
189,17064.5,2.36605,2.76212,2.58283,0.16575,0.40909,0.19095,0.05312,2.49528,2.8216,3.08017,0.00125552,0.00125552,0.00125552
190,17133.1,2.31477,2.74593,2.5675,0.12157,0.36364,0.12614,0.04059,2.58684,3.41382,3.87203,0.00125156,0.00125156,0.00125156
191,17201.7,2.28354,2.7246,2.63778,0.13158,0.22727,0.2186,0.07273,2.47169,2.81815,3.13432,0.0012476,0.0012476,0.0012476
192,17274.1,2.33895,2.77216,2.58612,0.21151,0.18182,0.18561,0.066,2.48847,2.69872,2.82961,0.00124364,0.00124364,0.00124364
193,17365.3,2.2298,2.65999,2.59481,0.12013,0.13636,0.13082,0.05525,2.32365,2.68369,2.76993,0.00123968,0.00123968,0.00123968
194,17421.6,2.37505,2.69387,2.65206,0.12583,0.04545,0.11327,0.04794,2.2709,2.7703,2.82129,0.00123572,0.00123572,0.00123572
195,17518.8,2.25456,2.64155,2.54708,0.85084,0.04545,0.08766,0.0283,2.35158,5.6549,3.00605,0.00123176,0.00123176,0.00123176
196,17635.2,2.32751,2.7154,2.6053,0.86002,0.04545,0.08575,0.02886,2.42278,7.44422,3.0664,0.0012278,0.0012278,0.0012278
197,17727.6,2.33956,2.69714,2.55914,0.09027,0.18182,0.10084,0.03643,2.50394,5.19328,3.0703,0.00122384,0.00122384,0.00122384
198,17809.1,2.3631,2.65126,2.63258,0.32159,0.22727,0.26031,0.09791,2.22018,2.58986,2.6358,0.00121988,0.00121988,0.00121988
199,17923.1,2.30225,2.69434,2.60971,0.25348,0.22727,0.27628,0.12011,2.24839,2.46606,2.613,0.00121592,0.00121592,0.00121592
200,18010.4,2.29597,2.69211,2.58983,0.19392,0.22727,0.26594,0.11129,2.32346,2.56622,2.69372,0.00121196,0.00121196,0.00121196
201,18086.4,2.30536,2.686,2.5712,0.21726,0.27273,0.31658,0.11486,2.38724,2.69613,2.73959,0.001208,0.001208,0.001208
202,18175.2,2.25918,2.68698,2.51877,0.21051,0.22727,0.275,0.08663,2.47962,2.89469,2.80905,0.00120404,0.00120404,0.00120404
203,18265.2,2.35659,2.72865,2.68313,0.27304,0.45455,0.28366,0.08374,2.41729,2.60289,2.82469,0.00120008,0.00120008,0.00120008
204,18387,2.31845,2.62757,2.52707,0.1868,0.27273,0.22844,0.08063,2.37929,2.60298,2.82324,0.00119612,0.00119612,0.00119612
205,18436.4,2.34068,2.84354,2.65155,0.15464,0.13636,0.09764,0.0347,2.57932,2.64009,3.01276,0.00119216,0.00119216,0.00119216
206,18521.9,2.32587,2.64064,2.63618,0.1304,0.17736,0.10646,0.03604,2.7917,2.72535,3.16636,0.0011882,0.0011882,0.0011882
207,18609.3,2.31397,2.6719,2.55845,0.08667,0.09091,0.11061,0.04133,2.61752,2.8453,3.16558,0.00118424,0.00118424,0.00118424
208,18671.2,2.26856,2.72355,2.61893,0.17171,0.27273,0.13911,0.0536,2.30206,2.68284,2.82646,0.00118028,0.00118028,0.00118028
209,18732.9,2.22788,2.58216,2.50306,0.07723,0.40909,0.06924,0.02062,2.40336,3.73248,2.88847,0.00117632,0.00117632,0.00117632
210,18839.1,2.29008,2.62687,2.55383,0.07968,0.40909,0.07179,0.02302,2.39938,5.02713,2.8483,0.00117236,0.00117236,0.00117236
211,18921.3,2.29695,2.67997,2.58168,0.07198,0.5,0.08368,0.02582,2.40321,6.69017,2.87482,0.0011684,0.0011684,0.0011684
212,19014.1,2.32113,2.68121,2.55988,0.11954,0.5,0.09555,0.02852,2.37675,nan,2.92701,0.00116444,0.00116444,0.00116444
213,19098.5,2.39358,2.78855,2.5834,0.06265,0.5,0.07477,0.02968,nan,nan,nan,0.00116048,0.00116048,0.00116048
214,19181.8,2.29657,2.61769,2.55654,0.06737,0.45455,0.06559,0.02415,2.29407,nan,3.05192,0.00115652,0.00115652,0.00115652
215,19258.8,2.29482,2.7455,2.55924,0.10403,0.54545,0.08422,0.02663,2.24673,nan,2.93479,0.00115256,0.00115256,0.00115256
216,19322.9,2.31012,2.62861,2.57878,0.06079,0.54545,0.04527,0.01643,2.3397,nan,3.18579,0.0011486,0.0011486,0.0011486
217,19407.9,2.18706,2.56506,2.48735,0.09826,0.45455,0.07705,0.02699,2.30018,inf,3.03334,0.00114464,0.00114464,0.00114464
218,19493,2.23027,2.66843,2.56117,0.2304,0.27273,0.22839,0.07155,2.37455,inf,2.99136,0.00114068,0.00114068,0.00114068
219,19636.8,2.27574,2.47331,2.50968,0.35527,0.45455,0.29387,0.08502,2.49488,2.54423,3.00578,0.00113672,0.00113672,0.00113672
220,19726.7,2.25763,2.59415,2.52255,0.21854,0.5,0.23663,0.05886,2.51704,2.58743,3.00931,0.00113276,0.00113276,0.00113276
221,19809.1,2.3711,2.60921,2.58717,0.14293,0.40909,0.13769,0.04889,2.44952,2.69531,2.95938,0.0011288,0.0011288,0.0011288
222,19922.8,2.26509,2.65822,2.57618,0.19891,0.40637,0.21733,0.05786,2.4423,2.57223,2.80513,0.00112484,0.00112484,0.00112484
223,20015.6,2.32158,2.6299,2.58092,0.19536,0.36364,0.24457,0.08669,2.31926,2.464,2.65184,0.00112088,0.00112088,0.00112088
224,20130.1,2.20942,2.68159,2.56761,0.18222,0.31818,0.24699,0.09604,2.32668,2.4593,2.64726,0.00111692,0.00111692,0.00111692
225,20233.8,2.21288,2.63271,2.51031,0.15498,0.25042,0.27031,0.10759,2.41693,2.48137,2.73182,0.00111296,0.00111296,0.00111296
226,20298.9,2.2837,2.61257,2.55675,0.1944,0.5,0.3154,0.11267,2.42887,2.45212,2.7453,0.001109,0.001109,0.001109
227,20381.1,2.2535,2.55809,2.50204,0.29184,0.39372,0.30893,0.1237,2.37863,2.40184,2.71178,0.00110504,0.00110504,0.00110504
228,20468.5,2.18326,2.54159,2.4861,0.27159,0.40909,0.30379,0.1181,2.34425,2.47134,2.69135,0.00110108,0.00110108,0.00110108
229,20564.8,2.30979,2.64526,2.54273,0.28845,0.40909,0.26604,0.11224,2.35328,2.54376,2.71763,0.00109712,0.00109712,0.00109712
230,20638.6,2.29932,2.54836,2.59401,0.30336,0.22727,0.24291,0.08512,2.34106,2.81659,2.78466,0.00109316,0.00109316,0.00109316
231,20764.2,2.33765,2.6468,2.57181,0.36743,0.18182,0.23702,0.08859,2.32435,2.79416,2.71837,0.0010892,0.0010892,0.0010892
232,20862.7,2.25847,2.57325,2.54464,0.35098,0.22727,0.30113,0.09168,2.3252,2.72471,2.72473,0.00108524,0.00108524,0.00108524
233,20988.6,2.23679,2.53998,2.46762,0.17652,0.31818,0.20876,0.07361,2.39175,2.9081,2.85244,0.00108128,0.00108128,0.00108128
234,21077.7,2.25012,2.46265,2.44386,0.1211,0.36364,0.14111,0.03749,2.55962,2.91759,3.06598,0.00107732,0.00107732,0.00107732
235,21211.7,2.21297,2.53218,2.45379,0.12534,0.22727,0.1834,0.05425,2.43936,2.67184,2.87628,0.00107336,0.00107336,0.00107336
236,21285.9,2.2857,2.59602,2.44882,0.13201,0.22727,0.18696,0.05594,2.34036,2.64466,2.78484,0.0010694,0.0010694,0.0010694
237,21400.5,2.26203,2.55748,2.45044,0.20625,0.36364,0.24804,0.05322,2.28396,2.61424,2.66199,0.00106544,0.00106544,0.00106544
238,21459.1,2.23562,2.58546,2.47557,0.25757,0.39452,0.2379,0.07571,2.24639,2.65638,2.67145,0.00106148,0.00106148,0.00106148
239,21542.8,2.23448,2.53459,2.47944,0.14696,0.54545,0.1752,0.06099,2.27796,2.67549,2.76883,0.00105752,0.00105752,0.00105752
240,21629.9,2.28581,2.53125,2.50203,0.34068,0.31818,0.25169,0.09135,2.45973,2.49767,2.96624,0.00105356,0.00105356,0.00105356
241,21685.6,2.26249,2.54112,2.48047,0.37,0.36364,0.28364,0.09076,2.48893,2.56177,3.03095,0.0010496,0.0010496,0.0010496
242,21767.2,2.27467,2.55621,2.52626,0.24974,0.36364,0.25167,0.08736,2.42574,2.60238,3.02227,0.00104564,0.00104564,0.00104564
243,21850.2,2.29421,2.56162,2.4412,0.31708,0.5,0.23567,0.06649,2.32044,2.72168,2.95207,0.00104168,0.00104168,0.00104168
244,21919.8,2.2771,2.58202,2.53063,0.15103,0.40909,0.14058,0.03122,2.6053,2.93867,3.18332,0.00103772,0.00103772,0.00103772
245,21997.9,2.14849,2.5987,2.44339,0.12196,0.45455,0.16681,0.0331,2.58436,2.80255,3.16339,0.00103376,0.00103376,0.00103376
246,22082.8,2.24822,2.6021,2.51485,0.35611,0.27273,0.23449,0.05152,2.48155,2.63338,2.98969,0.0010298,0.0010298,0.0010298
247,22233.2,2.25152,2.57119,2.46668,0.29766,0.22727,0.23999,0.07723,2.30561,2.52718,2.82809,0.00102584,0.00102584,0.00102584
248,22285.2,2.16811,2.6346,2.44368,0.26596,0.22727,0.22866,0.08451,2.34854,2.52962,2.86599,0.00102188,0.00102188,0.00102188
249,22380.8,2.25378,2.531,2.50939,0.24888,0.22727,0.18813,0.07496,2.33735,2.4772,2.82865,0.00101792,0.00101792,0.00101792
250,22492.2,2.31206,2.66134,2.49489,0.29057,0.27273,0.20766,0.08397,2.28951,2.41983,2.7591,0.00101396,0.00101396,0.00101396
251,22579.5,2.16505,2.63324,2.45085,0.32292,0.27273,0.27976,0.10218,2.1679,2.52295,2.53881,0.00101,0.00101,0.00101
252,22660.4,2.23059,2.48343,2.47323,0.27406,0.31818,0.31134,0.10108,2.04259,2.66166,2.4677,0.00100604,0.00100604,0.00100604
253,22751.3,2.19728,2.37939,2.36844,0.31128,0.36364,0.28045,0.09528,2.07115,2.76982,2.51,0.00100208,0.00100208,0.00100208
254,22840.4,2.19825,2.41433,2.46278,0.28057,0.31818,0.2785,0.08031,2.21265,2.61378,2.56656,0.00099812,0.00099812,0.00099812
255,22900,2.24946,2.49898,2.49131,0.30286,0.45455,0.27033,0.07133,2.21543,2.53191,2.58354,0.00099416,0.00099416,0.00099416
256,22995.8,2.26639,2.61572,2.45383,0.22089,0.54545,0.27571,0.07608,2.16617,2.44563,2.57862,0.0009902,0.0009902,0.0009902
257,23097.7,2.231,2.53938,2.48885,0.24193,0.31818,0.28146,0.08513,2.16585,2.571,2.63067,0.00098624,0.00098624,0.00098624
258,23191.7,2.19902,2.58036,2.46852,0.33202,0.40676,0.29954,0.10028,2.4085,2.52627,2.79959,0.00098228,0.00098228,0.00098228
259,23266,2.26326,2.56328,2.51771,0.2535,0.40909,0.24383,0.07823,2.5698,2.5387,2.91821,0.00097832,0.00097832,0.00097832
260,23354.6,2.19494,2.54334,2.40741,0.16361,0.409,0.22083,0.07378,2.58449,2.7633,2.97253,0.00097436,0.00097436,0.00097436
261,23443.6,2.12961,2.56147,2.4092,0.22979,0.22727,0.29503,0.08135,2.28735,2.66552,2.62847,0.0009704,0.0009704,0.0009704
262,23526.5,2.14172,2.49699,2.37826,0.23606,0.28118,0.27371,0.08028,2.23929,2.70631,2.59669,0.00096644,0.00096644,0.00096644
263,23642.6,2.20784,2.50026,2.45945,0.21869,0.3691,0.24842,0.07354,2.29514,2.71717,2.68435,0.00096248,0.00096248,0.00096248
264,23714.7,2.187,2.54257,2.43363,0.19477,0.22727,0.25002,0.07529,2.30221,2.52056,2.7797,0.00095852,0.00095852,0.00095852
265,23805.5,2.15757,2.55665,2.42797,0.22376,0.23616,0.29192,0.0678,2.42406,2.48606,2.88989,0.00095456,0.00095456,0.00095456
266,23922.3,2.21021,2.49274,2.4426,0.13262,0.5,0.18919,0.05617,2.47034,2.50437,2.93777,0.0009506,0.0009506,0.0009506
267,23992,2.15786,2.41629,2.35459,0.25362,0.40909,0.28694,0.09286,2.37361,2.40069,2.82162,0.00094664,0.00094664,0.00094664
268,24086,2.23824,2.54079,2.41125,0.23649,0.3945,0.25203,0.09052,2.13901,2.28088,2.55393,0.00094268,0.00094268,0.00094268
269,24179.2,2.16539,2.40207,2.3316,0.28112,0.72727,0.28179,0.09632,2.18526,2.2759,2.5318,0.00093872,0.00093872,0.00093872
270,24268.3,2.09249,2.39436,2.34853,0.29459,0.49369,0.3354,0.10713,2.16233,2.32931,2.57581,0.00093476,0.00093476,0.00093476
271,24352.3,2.22761,2.58632,2.4248,0.26115,0.45455,0.32603,0.11823,2.1613,2.34186,2.6057,0.0009308,0.0009308,0.0009308
272,24438.1,2.21443,2.4658,2.3695,0.28989,0.40826,0.26376,0.11215,2.35294,2.47512,2.83427,0.00092684,0.00092684,0.00092684
273,24526.7,2.26641,2.49758,2.45508,0.30864,0.2441,0.27248,0.10765,2.23504,2.48893,2.79894,0.00092288,0.00092288,0.00092288
274,24619,2.31377,2.52506,2.46517,0.28703,0.31818,0.2381,0.11327,2.15073,2.48009,2.72771,0.00091892,0.00091892,0.00091892
275,24728.2,2.15335,2.35802,2.38048,0.25286,0.59091,0.17497,0.06641,2.10583,2.74898,2.72588,0.00091496,0.00091496,0.00091496
276,24817.9,2.17317,2.40349,2.4012,0.18903,0.36364,0.16966,0.06007,2.12184,2.71597,2.71227,0.000911,0.000911,0.000911
277,24904.4,2.11506,2.44577,2.38375,0.18143,0.45455,0.15707,0.05879,2.11382,2.7646,2.70333,0.00090704,0.00090704,0.00090704
278,24977.2,2.0961,2.46021,2.39502,0.18691,0.5,0.14371,0.05197,2.13555,2.73173,2.73175,0.00090308,0.00090308,0.00090308
279,25095.6,2.22344,2.53427,2.40594,0.3394,0.39736,0.23895,0.07328,2.32878,2.46534,2.8527,0.00089912,0.00089912,0.00089912
280,25175.5,2.2326,2.60148,2.45959,0.26626,0.39615,0.28704,0.12211,2.32703,2.37628,2.76802,0.00089516,0.00089516,0.00089516
281,25266.1,2.24723,2.51355,2.44082,0.27868,0.36894,0.26386,0.10383,2.2528,2.4665,2.77255,0.0008912,0.0008912,0.0008912
282,25347.4,2.14048,2.49042,2.3565,0.36819,0.45455,0.34139,0.11807,2.36246,2.29895,2.80318,0.00088724,0.00088724,0.00088724
283,25436.5,2.21852,2.48499,2.43544,0.33811,0.40909,0.36229,0.12264,2.28597,2.22323,2.673,0.00088328,0.00088328,0.00088328
284,25523.2,2.11442,2.45284,2.34914,0.34222,0.30785,0.38859,0.14153,2.15007,2.19339,2.56794,0.00087932,0.00087932,0.00087932
285,25599.4,2.2142,2.47504,2.39359,0.32433,0.27273,0.39622,0.14847,2.12705,2.14438,2.52466,0.00087536,0.00087536,0.00087536
286,25685.8,2.08141,2.38596,2.31952,0.52469,0.31818,0.40975,0.12231,2.09485,2.13023,2.55461,0.0008714,0.0008714,0.0008714
287,25756.5,2.19549,2.53722,2.38347,0.47788,0.22727,0.36589,0.12087,2.09246,2.18364,2.528,0.00086744,0.00086744,0.00086744
288,25834,2.13121,2.35022,2.33103,0.23606,0.33745,0.34435,0.13454,1.99813,2.20435,2.46159,0.00086348,0.00086348,0.00086348
289,25920.5,2.13414,2.3319,2.32413,0.50983,0.31818,0.34599,0.12819,2.1179,2.26074,2.46395,0.00085952,0.00085952,0.00085952
290,26002.6,2.15963,2.36254,2.40995,0.40076,0.31818,0.36703,0.12204,2.24755,2.3747,2.69063,0.00085556,0.00085556,0.00085556
291,26085.7,2.15839,2.37035,2.2796,0.41771,0.36364,0.35542,0.11214,2.30231,2.35453,2.74733,0.0008516,0.0008516,0.0008516
292,26144.7,2.1005,2.41194,2.33932,0.33696,0.27273,0.27647,0.09282,2.39168,2.38701,2.89631,0.00084764,0.00084764,0.00084764
293,26264.6,2.16492,2.50149,2.37582,0.31579,0.5,0.29723,0.09512,2.34224,2.28465,2.78834,0.00084368,0.00084368,0.00084368
294,26351.7,2.08337,2.4159,2.33668,0.26796,0.38304,0.31338,0.10794,2.24455,2.29881,2.72397,0.00083972,0.00083972,0.00083972
295,26438.4,2.14351,2.38672,2.31056,0.25949,0.36364,0.32018,0.11376,2.14649,2.31439,2.65166,0.00083576,0.00083576,0.00083576
296,26505.5,2.18728,2.57039,2.42024,0.33431,0.45455,0.33497,0.11287,2.09992,2.33368,2.60438,0.0008318,0.0008318,0.0008318
297,26592.9,2.10257,2.39893,2.30276,0.36558,0.40909,0.36417,0.12271,2.04507,2.40655,2.53599,0.00082784,0.00082784,0.00082784
298,26676,2.15578,2.30736,2.32371,0.41382,0.27273,0.32966,0.13525,1.98527,2.44958,2.53034,0.00082388,0.00082388,0.00082388
299,26761.4,2.10111,2.42596,2.35501,0.36237,0.27273,0.30342,0.11677,2.06858,2.55341,2.69498,0.00081992,0.00081992,0.00081992
300,26847.6,2.13249,2.3913,2.32176,0.52312,0.31818,0.35156,0.11911,2.09916,2.61334,2.69202,0.00081596,0.00081596,0.00081596
301,26963.6,2.17651,2.36887,2.34215,0.43231,0.48501,0.41695,0.13327,2.01088,2.41624,2.46337,0.000812,0.000812,0.000812
302,27046,2.11909,2.38569,2.33265,0.45852,0.36364,0.4396,0.14822,2.04361,2.34481,2.44271,0.00080804,0.00080804,0.00080804
303,27125.5,2.15217,2.28131,2.33513,0.44655,0.40909,0.41598,0.13265,2.00267,2.3074,2.46565,0.00080408,0.00080408,0.00080408
304,27205.4,2.092,2.33461,2.32911,0.34464,0.54545,0.39081,0.12088,1.98649,2.17175,2.44428,0.00080012,0.00080012,0.00080012
305,27267.6,2.11572,2.48617,2.28849,0.35081,0.68182,0.40856,0.12723,2.02004,2.22203,2.43776,0.00079616,0.00079616,0.00079616
306,27340.8,2.11944,2.26295,2.27579,0.33443,0.31818,0.36413,0.1145,2.13443,2.19926,2.50599,0.0007922,0.0007922,0.0007922
307,27416.4,2.10836,2.276,2.26983,0.36399,0.39067,0.36386,0.11571,2.28198,2.293,2.61781,0.00078824,0.00078824,0.00078824
308,27471.7,2.05248,2.308,2.24782,0.39965,0.57524,0.37666,0.12867,2.29703,2.36288,2.69818,0.00078428,0.00078428,0.00078428
309,27554.8,2.0395,2.30045,2.25856,0.36543,0.54545,0.37833,0.12653,2.25509,2.35996,2.65891,0.00078032,0.00078032,0.00078032
310,27636.6,2.03174,2.24565,2.24246,0.42525,0.5,0.37457,0.13046,2.19175,2.37804,2.65336,0.00077636,0.00077636,0.00077636
311,27693.4,2.08102,2.30293,2.29025,0.4513,0.52385,0.42413,0.12167,2.19286,2.30437,2.65766,0.0007724,0.0007724,0.0007724
312,27805.3,2.03474,2.40371,2.21667,0.43722,0.54545,0.34704,0.126,2.15477,2.37977,2.62278,0.00076844,0.00076844,0.00076844
313,27923.8,2.00927,2.16596,2.18203,0.47641,0.5,0.37167,0.12582,2.15208,2.40642,2.64687,0.00076448,0.00076448,0.00076448
314,28027,2.03702,2.20489,2.20492,0.3315,0.45455,0.41013,0.14293,2.07012,2.25758,2.51841,0.00076052,0.00076052,0.00076052
315,28087.9,1.99946,2.17324,2.18703,0.40482,0.45455,0.43961,0.16244,2.06749,2.1901,2.51293,0.00075656,0.00075656,0.00075656
316,28160.4,2.079,2.38909,2.3385,0.43255,0.45455,0.45477,0.16765,2.01314,2.20471,2.4695,0.0007526,0.0007526,0.0007526
317,28242.3,2.02134,2.35196,2.23904,0.4697,0.5,0.52014,0.16916,2.15405,2.25879,2.58376,0.00074864,0.00074864,0.00074864
318,28333.8,2.13114,2.25669,2.30206,0.39178,0.5,0.49435,0.16504,2.18673,2.20423,2.58074,0.00074468,0.00074468,0.00074468
319,28452.2,2.08039,2.36027,2.25919,0.56304,0.40909,0.51332,0.17364,2.12686,2.27113,2.56053,0.00074072,0.00074072,0.00074072
320,28567.5,2.03271,2.2688,2.2343,0.41851,0.40909,0.44411,0.14837,2.06004,2.27782,2.49892,0.00073676,0.00073676,0.00073676
321,28657.5,2.12883,2.27665,2.28935,0.33164,0.40909,0.43845,0.15228,2.13991,2.36806,2.56531,0.0007328,0.0007328,0.0007328
322,28759.4,2.07051,2.24984,2.24777,0.3329,0.54545,0.41766,0.17297,2.03389,2.29555,2.52072,0.00072884,0.00072884,0.00072884
323,28844.2,2.07567,2.25025,2.31252,0.3653,0.40909,0.45828,0.16658,2.055,2.1421,2.49512,0.00072488,0.00072488,0.00072488
324,28962.5,2.13637,2.26109,2.29574,0.52158,0.40909,0.51445,0.20198,2.00324,2.04163,2.43083,0.00072092,0.00072092,0.00072092
325,29030.6,2.12284,2.33328,2.33262,0.58292,0.45455,0.55595,0.21307,2.07763,2.05184,2.44368,0.00071696,0.00071696,0.00071696
326,29117.3,2.06059,2.16923,2.20463,0.5447,0.43568,0.53434,0.20527,2.10072,2.1028,2.45876,0.000713,0.000713,0.000713
327,29235.3,2.0428,2.32362,2.28772,0.53062,0.4112,0.52373,0.18179,2.14791,2.14882,2.52543,0.00070904,0.00070904,0.00070904
328,29310.3,2.04186,2.23994,2.27329,0.45651,0.40909,0.45692,0.14783,2.25317,2.24269,2.57882,0.00070508,0.00070508,0.00070508
329,29379.8,2.0568,2.27983,2.26977,0.45075,0.48536,0.40947,0.13273,2.25592,2.24723,2.69011,0.00070112,0.00070112,0.00070112
330,29458,2.0482,2.41095,2.29106,0.3586,0.40909,0.35641,0.13592,2.1899,2.28571,2.67917,0.00069716,0.00069716,0.00069716
331,29551.2,2.1262,2.39578,2.2992,0.52908,0.45984,0.42049,0.15813,2.26419,2.16501,2.72634,0.0006932,0.0006932,0.0006932
332,29651.8,2.09032,2.38265,2.28813,0.43201,0.54545,0.39032,0.1499,2.24088,2.31442,2.68219,0.00068924,0.00068924,0.00068924
333,29741.8,2.08661,2.25637,2.32973,0.31317,0.49748,0.33511,0.14385,2.15719,2.37417,2.5633,0.00068528,0.00068528,0.00068528
334,29844.1,2.10568,2.30606,2.31438,0.36249,0.54545,0.37142,0.15536,2.09658,2.4577,2.53825,0.00068132,0.00068132,0.00068132
335,29920.4,2.03352,2.15728,2.20498,0.44525,0.5,0.44676,0.17016,2.09414,2.42063,2.54598,0.00067736,0.00067736,0.00067736
336,30003.4,2.03446,2.26114,2.1902,0.50868,0.40909,0.47258,0.17382,2.09621,2.46507,2.55573,0.0006734,0.0006734,0.0006734
337,30072.5,1.92565,2.11874,2.19352,0.51054,0.45455,0.45098,0.16374,2.08229,2.44909,2.54721,0.00066944,0.00066944,0.00066944
338,30163.6,2.13764,2.16457,2.29546,0.42611,0.45455,0.43191,0.16072,2.07239,2.27034,2.51952,0.00066548,0.00066548,0.00066548
339,30259,2.02875,2.1195,2.19111,0.4128,0.5,0.43105,0.1735,2.06789,2.23252,2.49122,0.00066152,0.00066152,0.00066152
340,30336.9,2.03176,2.13579,2.19974,0.5397,0.36364,0.39165,0.16544,2.13711,2.20546,2.55294,0.00065756,0.00065756,0.00065756
341,30423.3,2.10673,2.33854,2.27079,0.55595,0.3423,0.35068,0.14792,2.13681,2.23766,2.54679,0.0006536,0.0006536,0.0006536
342,30506.3,2.0791,2.25955,2.25033,0.58131,0.27273,0.35979,0.13439,2.23826,2.21186,2.58124,0.00064964,0.00064964,0.00064964
343,30586.8,2.07676,2.24064,2.29414,0.31655,0.5,0.32773,0.12276,2.29078,2.28318,2.62082,0.00064568,0.00064568,0.00064568
344,30682,2.18769,2.33528,2.3174,0.31703,0.56997,0.32228,0.12408,2.39134,2.39679,2.79233,0.00064172,0.00064172,0.00064172
345,30755.1,2.04538,2.26337,2.28634,0.29473,0.51312,0.31846,0.13284,2.42139,2.41035,3.0489,0.00063776,0.00063776,0.00063776
346,30838.6,2.09043,2.2926,2.27213,0.28093,0.5,0.3346,0.12188,2.35379,2.50936,3.03029,0.0006338,0.0006338,0.0006338
347,30918.3,2.03538,2.25937,2.25663,0.35997,0.63636,0.37653,0.13423,2.36104,2.39119,2.91559,0.00062984,0.00062984,0.00062984
348,31001.2,2.05048,2.21668,2.28832,0.4515,0.52428,0.42362,0.15792,2.29867,2.31894,2.82693,0.00062588,0.00062588,0.00062588
349,31078.9,1.9325,2.13673,2.19197,0.46163,0.5,0.48139,0.17407,2.1597,2.28009,2.64993,0.00062192,0.00062192,0.00062192
350,31167.1,2.01679,2.13587,2.21764,0.43141,0.40909,0.45395,0.1743,2.15569,2.30432,2.6525,0.00061796,0.00061796,0.00061796
351,31235.5,1.95528,2.16914,2.15846,0.41289,0.44778,0.39877,0.14819,2.13242,2.28492,2.60629,0.000614,0.000614,0.000614
352,31333.6,2.07341,2.34613,2.3286,0.33731,0.45455,0.3604,0.13287,2.31409,2.44252,2.80086,0.00061004,0.00061004,0.00061004
353,31421.2,1.99077,2.24309,2.21398,0.33878,0.45455,0.32623,0.11858,2.38606,2.5292,2.9018,0.00060608,0.00060608,0.00060608
354,31509.4,2.13367,2.31306,2.29256,0.29672,0.3644,0.33931,0.12873,2.32761,2.34452,2.80224,0.00060212,0.00060212,0.00060212
355,31585.5,2.05388,2.23026,2.24647,0.51843,0.40909,0.41211,0.15955,2.23064,2.32827,2.70412,0.00059816,0.00059816,0.00059816
356,31659.4,2.10619,2.24821,2.29515,0.62081,0.45455,0.45035,0.16879,2.25227,2.37379,2.58793,0.0005942,0.0005942,0.0005942
357,31770.5,2.02675,2.27375,2.26586,0.50051,0.36443,0.43338,0.17547,2.16736,2.39681,2.55385,0.00059024,0.00059024,0.00059024
358,31856.3,2.04231,2.16114,2.24656,0.72371,0.40909,0.49775,0.19259,2.08609,2.35164,2.57002,0.00058628,0.00058628,0.00058628
359,31918.4,2.06288,2.17403,2.19131,0.71035,0.40909,0.48833,0.20324,2.08119,2.31533,2.56856,0.00058232,0.00058232,0.00058232
360,31993.6,2.13346,2.33565,2.32512,0.61949,0.44453,0.48248,0.21667,2.16401,2.27101,2.63121,0.00057836,0.00057836,0.00057836
361,32078.2,2.07936,2.32329,2.25886,0.57363,0.45455,0.4567,0.20304,2.20313,2.21329,2.67487,0.0005744,0.0005744,0.0005744
362,32214.9,2.00215,2.21511,2.17532,0.57534,0.5,0.47717,0.19057,2.27514,2.23274,2.80566,0.00057044,0.00057044,0.00057044
363,32308.3,2.09338,2.29748,2.30844,0.42604,0.54001,0.43206,0.16325,2.36269,2.19162,2.8279,0.00056648,0.00056648,0.00056648
364,32380,1.99444,2.17265,2.16753,0.43121,0.36364,0.3966,0.14882,2.36687,2.19935,2.79429,0.00056252,0.00056252,0.00056252
365,32490.8,2.01508,2.21392,2.24679,0.4841,0.54545,0.41225,0.17164,2.33108,2.06309,2.70886,0.00055856,0.00055856,0.00055856
366,32550.8,2.00878,2.09112,2.21313,0.48275,0.42474,0.4942,0.22116,2.07969,1.88154,2.46901,0.0005546,0.0005546,0.0005546
367,32639.4,1.94743,2.06962,2.12248,0.47739,0.40909,0.50403,0.23937,2.05903,1.92492,2.45918,0.00055064,0.00055064,0.00055064
368,32731.7,1.9505,2.19464,2.23174,0.47166,0.5,0.49804,0.2259,2.08801,1.8843,2.48087,0.00054668,0.00054668,0.00054668
