epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,682.095,1.67492,1.71015,2.0739,0.38476,0.54545,0.40615,0.17513,1.735,1.97057,2.39162,0.0008912,0.0008912,0.0008912
30,706.794,1.57833,1.6488,1.98835,0.56856,0.59091,0.60489,0.32576,1.61118,1.70561,2.18779,0.0008516,0.0008516,0.0008516
31,730.604,1.5355,1.58942,1.90923,0.57226,0.54545,0.5833,0.34907,1.5,1.75157,2.16262,0.000812,0.000812,0.000812
32,749.415,1.46267,1.55561,1.93899,0.61911,0.54545,0.58007,0.31697,1.65401,2.21439,2.35134,0.0007724,0.0007724,0.0007724
33,771.644,1.55556,1.57358,1.96713,0.53421,0.54545,0.56884,0.30935,1.63602,2.5354,2.33289,0.0007328,0.0007328,0.0007328
34,793.739,1.47932,1.43038,1.9091,0.48523,0.72727,0.6726,0.35593,1.46802,1.96856,2.14775,0.0006932,0.0006932,0.0006932
35,819.679,1.47653,1.31991,1.87378,0.53038,0.68182,0.63759,0.33353,1.4633,1.82407,2.12547,0.0006536,0.0006536,0.0006536
36,840.117,1.39672,1.36188,1.78966,0.54106,0.72727,0.68281,0.34334,1.58333,1.77117,2.18646,0.000614,0.000614,0.000614
37,861.07,1.37412,1.41924,1.76808,0.60895,0.68182,0.65079,0.32409,1.61186,1.73197,2.24824,0.0005744,0.0005744,0.0005744
38,878.245,1.38194,1.34921,1.77192,0.6216,0.52329,0.61494,0.32796,1.74474,1.55774,2.38463,0.0005348,0.0005348,0.0005348
39,903.628,1.33467,1.23966,1.68882,0.894,0.59091,0.7263,0.36473,1.61968,1.36021,2.26601,0.0004952,0.0004952,0.0004952
40,929.369,1.33825,1.32157,1.75187,0.63055,0.77273,0.73113,0.34321,1.56271,1.33487,2.2358,0.0004556,0.0004556,0.0004556
41,983.394,1.29848,1.19864,1.68815,0.70333,0.86364,0.74579,0.36206,1.49688,1.35197,2.2233,0.000416,0.000416,0.000416
42,1008.98,1.19793,1.2292,1.61135,0.81364,0.59563,0.74455,0.39084,1.48424,1.24674,2.11046,0.0003764,0.0003764,0.0003764
43,1028.9,1.29862,1.16173,1.68569,0.77278,0.63636,0.74816,0.37114,1.43735,1.24386,2.07182,0.0003368,0.0003368,0.0003368
44,1046.72,1.28416,1.13475,1.72751,0.66922,0.63636,0.70483,0.38305,1.47134,1.2267,2.11528,0.0002972,0.0002972,0.0002972
45,1064.57,1.25756,1.19644,1.63354,0.75547,0.63636,0.69496,0.36012,1.53795,1.25363,2.16924,0.0002576,0.0002576,0.0002576
46,1087.03,1.16873,1.08872,1.55683,0.61607,0.77273,0.73571,0.38119,1.50769,1.3099,2.13592,0.000218,0.000218,0.000218
47,1109.69,1.20411,1.17512,1.63192,0.68682,0.72727,0.72357,0.38508,1.42979,1.39297,2.0585,0.0001784,0.0001784,0.0001784
48,1131.77,1.04341,1.05116,1.44644,0.59544,0.80317,0.70554,0.37976,1.44072,1.43329,2.05109,0.0001388,0.0001388,0.0001388
49,1157.1,1.19878,1.08652,1.59457,0.57768,0.7465,0.65215,0.38175,1.46278,1.44828,2.04996,9.92e-05,9.92e-05,9.92e-05
50,1177.27,1.06637,1.06145,1.4732,0.56045,0.77273,0.66126,0.37008,1.4417,1.4124,2.03599,5.96e-05,5.96e-05,5.96e-05
