epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1320.8,1.39253,1.47458,1.7794,0.42184,0.59091,0.5075,0.25671,1.44294,1.60473,2.0286,0.0007328,0.0007328,0.0007328
34,1369.2,1.29598,1.49201,1.7753,0.73655,0.68182,0.73425,0.3964,1.23718,1.34548,1.79698,0.0006932,0.0006932,0.0006932
35,1406.77,1.18777,1.31226,1.6359,0.69598,0.63636,0.70505,0.42322,1.12807,1.37083,1.74079,0.0006536,0.0006536,0.0006536
36,1440.72,1.2291,1.3988,1.66343,0.72722,0.59091,0.68774,0.41243,1.13616,1.44677,1.7112,0.000614,0.000614,0.000614
37,1475.39,1.22223,1.49232,1.61031,0.66556,0.63636,0.70474,0.41701,1.19917,1.46484,1.80971,0.0005744,0.0005744,0.0005744
38,1508.29,1.29553,1.30989,1.75257,0.69452,0.63636,0.65959,0.34471,1.27576,1.92772,1.85892,0.0005348,0.0005348,0.0005348
39,1541.89,1.21065,1.31139,1.62783,0.79049,0.5,0.65805,0.33213,1.28608,1.8665,1.89535,0.0004952,0.0004952,0.0004952
40,1575.72,1.19949,1.24246,1.70114,0.57101,0.72606,0.65898,0.36131,1.3279,1.5757,1.9351,0.0004556,0.0004556,0.0004556
41,1643.22,1.15123,1.19346,1.5539,0.63994,0.88904,0.75368,0.42612,1.30773,1.45299,1.86611,0.000416,0.000416,0.000416
42,1681.13,1.07328,1.20538,1.51696,0.71721,0.81818,0.77495,0.42584,1.2671,1.2899,1.86104,0.0003764,0.0003764,0.0003764
43,1717.27,1.13219,1.19444,1.57462,0.76618,0.72727,0.78138,0.43176,1.19414,1.30851,1.77866,0.0003368,0.0003368,0.0003368
44,1755.55,1.09049,1.1331,1.5303,0.71669,0.68182,0.7482,0.41885,1.14468,1.33321,1.7158,0.0002972,0.0002972,0.0002972
45,1795.41,0.98877,1.12136,1.39887,0.57365,0.86364,0.71661,0.40003,1.22089,1.37529,1.76218,0.0002576,0.0002576,0.0002576
46,1849.13,0.96267,1.08872,1.42075,0.8345,0.54545,0.7347,0.44869,1.23185,1.33849,1.76015,0.000218,0.000218,0.000218
47,1893.3,1.02759,1.05916,1.45894,0.8344,0.54545,0.73038,0.45135,1.22614,1.34619,1.75966,0.0001784,0.0001784,0.0001784
48,1927.48,0.94677,1.04848,1.35193,0.76957,0.54545,0.71642,0.43713,1.18411,1.35246,1.73892,0.0001388,0.0001388,0.0001388
49,1960.93,0.99661,1.01191,1.4269,0.80931,0.54545,0.70349,0.43737,1.16589,1.37278,1.73365,9.92e-05,9.92e-05,9.92e-05
50,1996.63,0.94034,0.97491,1.34024,0.92285,0.54384,0.72632,0.44859,1.1438,1.43117,1.69221,5.96e-05,5.96e-05,5.96e-05
